id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
1le5KVGTF1xWf2aUj7ruLy,Fallin' For You,60,215547,0,['Colbie Caillat'],2009-01-01,0.644,E,0.156,0.0,117.043
7jvp8DZy7FtHeXdN1k8w2s,Belle Of The Boulevard,42,242453,0,['Dashboard Confessional'],2009-01-01,0.485,E,0.0453,1.01e-06,89.754
5CijCh8uOTWZO9DQpYwAXw,The Mess I Made,47,230613,0,['Parachute'],2009-01-01,0.423,F#,0.0158,0.0,165.394
1V4jC0vJ5525lEF1bFgPX2,Shots,70,222133,1,"['LMFAO', 'Lil Jon']",2009-01-01,0.825,C#,0.00851,1.4e-06,128.016
1PknFWeSYaeCiHHUShL5ZJ,Angelo,47,210360,0,['Francesco Renga'],2009-01-01,0.358,B,0.587,1.09e-05,81.993
5jOb9snt3PcgxsKsf6ZGOk,I Just Don't Want to Be Lonely,34,250854,0,['Regine Velasquez'],2009-01-01,0.629,F#,0.355,3.24e-05,146.172
5KWXi2eCYsC6ofIILjvG4V,Signs,52,241693,0,['Five Man Electrical Band'],2009-01-01,0.446,D,0.243,0.0,153.672
5MtwDBbXBr1eu7LrdyoZ3l,Amakakeru Ryu No Hirameki,33,207667,0,['Silent Sanctuary'],2009-01-01,0.456,C,0.216,1.35e-05,113.582
7eshzPtkSCj122TtU3RLfC,Dekada 90,33,353013,0,['Silent Sanctuary'],2009-01-01,0.451,D,0.0376,0.000382,75.016
0xDdTPs5B1DKuh36PMnSGH,Sa Buhay Na'to,34,296107,0,['Silent Sanctuary'],2009-01-01,0.647,E,0.122,1.42e-06,112.406
1ax4ZAVsA2k1WmlAEiknCH,Love Me,43,191573,0,['Justin Bieber'],2009-01-01,0.729,D#,0.00939,0.0,124.957
7dQbXl1DHzsD8AXtiKC9Qt,Lalayo,33,228173,0,['Silent Sanctuary'],2009-01-01,0.573,A,0.00647,3.37e-05,105.065
5KvpIAORCusSooNFDpcPbI,Can't Help Falling in Love,46,132480,0,['Steven C'],2009-01-01,0.436,F,0.987,0.911,115.466
0MzzUbsxedRyso4TQnTtXW,Rich Girl$,47,220560,0,['Down With Webster'],2009-01-01,0.633,F,0.00863,0.0,89.547
