id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
3unIjdxPBJ27WvDSHOqaDn,Say It Right,39,223080,0,['Nelly Furtado'],2006-01-01,0.872,C#,0.0476,0.00112,116.948
7HCAJNB9VcFMvcwjYPh7pH,Écoute-moi camarade,45,405080,0,['Rachid Taha'],2006-01-01,0.559,D#,0.524,0.00285,149.691
7FRdqCCoPxQuPT0wEuzmZw,Je regrette pas,38,247956,1,['Lim'],2006-01-01,0.494,G,0.0204,0.0,90.523
7zVjhnfcf8wXzBNcr4NRCG,Gabriel,42,213707,0,['Najoua Belyzel'],2006-01-01,0.69,F,0.00213,1.26e-06,120.02
6hdsNoZWIjPSjxcOnsjIxj,One Woman Man,48,272053,1,['Dave Hollister'],2006-01-01,0.627,B,0.0457,0.0,91.015
0bAM9qivrntXnHyklRRx39,World Spins Madly On,58,165133,0,"['The Weepies', 'Deb Talan', 'Steve Tannen']",2006-01-01,0.502,C#,0.617,4.32e-05,107.612
26kF6FArQt20IFu3pdgYF6,Breakin' My Heart (Pretty Brown Eyes),41,355573,0,['Mint Condition'],2006-01-01,0.646,G,0.131,3.39e-06,137.156
3SIE9pI55Qu4QE1eEyOZgO,Brand Suid-Afrika,21,200200,1,['Fokofpolisiekar'],2006-01-01,0.614,E,0.0271,0.0,140.055
3AZmrNo4aKNcBFQa67aSu0,Amor Combate,32,290093,0,['Linda Martini'],2006-01-01,0.424,A,8.67e-05,0.638,144.033
41sLy8IQUSgvjjeW2CN0vc,That's That Shit,57,257640,1,"['Snoop Dogg', 'R. Kelly']",2006-01-01,0.866,A,0.0199,0.0,82.044
0iYoK9q0WCueRWjdlVkjkN,No Tomorrow,47,167493,0,['Orson'],2006-01-01,0.656,D#,0.0065,0.0,124.082
01PzTq42bzQBrEoNyYfsSo,Dansen,29,199133,0,['Spring'],2006-01-01,0.673,D,0.0506,0.0,120.01
1UpUrh85poGgna4yamzSjl,"Vida Loka, Pt. 1 (Ao Vivo)",41,202173,0,"[""Racionais MC's""]",2006-01-01,0.461,A,0.498,0.0,79.163
58K761llMSSlZHvDMi1AYs,Nascer Outra Vez,30,196027,0,['Ritual Tejo'],2006-01-01,0.693,C#,0.0525,0.0,129.717
2HwQeoD5TPQvakAJ4uSN06,La ceinture - Radio Edit,48,213533,0,['Élodie Frégé'],2006-01-01,0.451,A,0.613,6.38e-06,95.253
4GGOc2urRBawIxSMrIqGGn,Premier Love,40,212347,0,"['Tony Parker', 'Rickwel']",2006-01-01,0.584,B,0.185,0.0,90.055
6tuiDRFaXOBqFLpeTBjAAn,Gold Lion,55,187133,0,['Yeah Yeah Yeahs'],2006-01-01,0.521,A,0.0223,5.54e-06,158.744
1IO7WmbmHJu4tJX1mZ1GTH,Chopis Centis - Live,41,146267,0,['Mamonas Assassinas'],2006-01-01,0.432,D,0.00155,0.0,135.665
10hnzFqOkWifT35HfvbaNc,Le Mambo Du Décalco,41,214400,1,['Richard Gotainer'],2006-01-01,0.854,B,0.322,0.0,124.747
3iOy5zzNirhedBMT715TDS,Here (In Your Arms),46,240614,0,['Hellogoodbye'],2006-01-01,0.705,F,0.193,0.00183,126.038
7tawDKBYV9059X92D6dr7R,Clumsy,57,240427,0,['Fergie'],2006-01-01,0.731,D,0.191,0.00042,184.009
2R4KCSHfWuYiCMSu9f0nuc,Conceited (There's Something About Remy),58,219560,1,['Remy Ma'],2006-01-01,0.704,B,0.216,0.0,123.855
4mv628DTPrlRfEbCx8VOjX,Mbulali Wami,22,331373,0,['Brenda Fassie'],2006-01-01,0.463,G#,0.864,0.0,147.86
2rwwGHau31uBDv18ehgWtT,Le misérable,44,280293,0,['Singuila'],2006-01-01,0.708,G#,0.355,0.0,82.969
7m8PDR3PRg5lPhWMdYrktc,Trouble Sleeping,56,208733,0,['Corinne Bailey Rae'],2006-01-01,0.636,F,0.14,0.0,90.97
5gvGLgjq8qnOkSSjF6t7Jm,Swanesang,21,208787,1,['Fokofpolisiekar'],2006-01-01,0.539,B,0.0532,2.4e-05,150.091
41Z1gnggllzvu7qOWTaSTE,Let Me Down Easy,55,175027,0,['Dennis Brown'],2006-01-01,0.743,G,0.049,1.25e-05,84.159
0Ek44VdlLSiO5MLWISwP5H,Higher And Higher ('93 Dance),20,262067,0,['Brenda Fassie'],2006-01-01,0.772,G,0.161,0.0002,105.342
7LgLKjsjGiTSevLhoB2JE3,We on Fire (feat. Bongz & Maggz),19,248120,1,"['Da Les', 'Bongz', 'Maggz']",2006-01-01,0.327,C#,0.00581,0.0,61.092
1nrIaUgk4D5gI1yqQcsu3W,Don't Look Any Further - Single Version,48,243480,0,"['Dennis Edwards', 'Siedah Garrett']",2006-01-01,0.753,A,0.0426,0.0037,95.144
3moelwvWkm8rliDyjywgA1,Les voisines,47,215813,0,['Renan Luce'],2006-01-01,0.855,C#,0.139,5.13e-06,127.031
