id,name,popularity,duration_ms,explicit,artists,release_date,danceability,key,acousticness,instrumentalness,tempo
2z0z5ddJS3K7qvhp4PH0Aa,Dímelo,57,217933,0,['Enrique Iglesias'],2007-01-01,0.783,G#,0.0608,0.0,114.994
5Dw7Va6ij1yIh6tyMRpmLC,This Heart Attack,43,228949,0,['Faker'],2007-01-01,0.628,C#,0.0236,0.0,122.006
5FKEkZ0pxjgTVKRDCCeI7S,Antara Ada Dan Tiada (Acoustic),43,235173,0,['Utopia'],2007-01-01,0.573,D#,0.894,0.0,135.1
2QdroWlsR6FSUBPkf0019J,Melankolia,41,316757,0,['Efek Rumah Kaca'],2007-01-01,0.529,A,0.0909,0.0482,85.064
2a03afRiyAbNAleOByVju4,Get It Shawty - Main,62,209533,0,['Lloyd'],2007-01-01,0.822,F,0.123,0.0,128.014
2XNyz6up4JxH6m6xmYX8wr,Cuatro Lagrimas,44,187173,0,['Los Polifaceticos'],2007-01-01,0.491,A#,0.534,0.0,89.666
2yWWax89EXuozdykv8bkZx,Maafkanlah,35,328867,0,['Chrisye'],2007-01-01,0.517,A,0.44,0.0,83.785
1SyJOVMjGCY8m9IfD8YErg,Where I Stood,45,259120,0,['Missy Higgins'],2007-01-01,0.55,A,0.65,0.000475,72.001
7fhtTFiFHbssNu77aD1ttG,Erga'aly,46,230975,0,['Tamer Hosny'],2007-01-01,0.659,F,0.588,0.0,133.913
6jd8pQtqvUTPur4ghRTfgV,Bulldoze The Gates,0,243067,0,['Tunghook'],2007-01-01,0.362,F#,9.4e-05,0.133,135.676
67RXeJMvUPAJWrWjJ6idKy,Lost Without U,27,254587,0,['Robin Thicke'],2007-01-01,0.874,C,0.205,2.58e-06,113.256
539dFCMA8lfEElDPgGpcIB,All My Friends Say,61,242800,0,['Luke Bryan'],2007-01-01,0.683,A,0.0439,0.0,117.036
3xobxzE4YMCWupZWtROkPC,Tunggara,34,322653,0,['Evie Tamala'],2007-01-01,0.539,C,0.361,0.00634,182.6
6Efh7DYf2U7e6etkdZlnAr,空洞です,43,284827,0,['Yura Yura Teikoku'],2007-01-01,0.605,C#,0.0371,0.00753,86.815
5GZimNKDnE8Gf5sL10oTgB,Lost And Running,46,222160,0,['Powderfinger'],2007-01-01,0.54,F,6.5e-05,0.0006,120.096
4B1mxA6kbelF6cO7hYbpXH,Podvod,38,227627,0,['Brontosauri'],2007-01-01,0.595,F#,0.828,9.28e-05,111.774
1OzSfjFW08DTD51XoNnog7,"That's How You Know - From ""Enchanted""/Soundtrack Version",61,228960,0,['Amy Adams'],2007-01-01,0.485,D,0.497,0.0,174.025
